date,units,tavg,preciptotal,rolling_mean,rolling_min,rolling_max,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21,lag_22,lag_23,lag_24,lag_25,lag_26,lag_27,lag_28,lag_29,lag_30,is_weekend,holiday,day_of_week_1,day_of_week_2,day_of_week_3,day_of_week_4,day_of_week_5,day_of_week_6,day_of_week_7,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,day_of_month_1,day_of_month_2,day_of_month_3,day_of_month_4,day_of_month_5,day_of_month_6,day_of_month_7,day_of_month_8,day_of_month_9,day_of_month_10,day_of_month_11,day_of_month_12,day_of_month_13,day_of_month_14,day_of_month_15,day_of_month_16,day_of_month_17,day_of_month_18,day_of_month_19,day_of_month_20,day_of_month_21,day_of_month_22,day_of_month_23,day_of_month_24,day_of_month_25,day_of_month_26,day_of_month_27,day_of_month_28,day_of_month_29,day_of_month_30,day_of_month_31
2012-07-14,907,82.76470588235294,0.15368421052631573,765.0,546.0,1173.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,829.0,700.0,546.0,671.0,717.0,767.0,840.0,764.0,720.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-15,907,80.38888888888889,0.30552631578947365,771.0,546.0,1173.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,829.0,700.0,546.0,671.0,717.0,767.0,840.0,764.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-16,666,82.05555555555556,0.06421052631578947,776.0,546.0,1173.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,829.0,700.0,546.0,671.0,717.0,767.0,840.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-17,683,83.61111111111111,0.06105263157894738,770.0,546.0,1173.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,829.0,700.0,546.0,671.0,717.0,767.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-18,560,83.11111111111111,0.14342105263157892,767.0,546.0,1173.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,829.0,700.0,546.0,671.0,717.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-19,637,81.88888888888889,0.08,762.0,546.0,1173.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,829.0,700.0,546.0,671.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-20,710,81.44444444444444,0.02052631578947368,761.0,546.0,1173.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,829.0,700.0,546.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-07-21,748,81.66666666666667,0.05605263157894737,766.0,560.0,1173.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,829.0,700.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-07-22,807,83.22222222222223,0.0007894736842105263,768.0,560.0,1173.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,829.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-07-23,689,84.16666666666667,0.019210526315789477,767.0,560.0,1173.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,817.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-07-24,728,83.47058823529412,0.07421052631578946,763.0,560.0,1173.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,784.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-07-25,636,83.72222222222223,0.013421052631578948,761.0,560.0,1173.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,678.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-07-26,692,82.94444444444444,0.07,760.0,560.0,1173.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,631.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-07-27,692,81.72222222222223,0.027894736842105264,762.0,560.0,1173.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,595.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-07-28,840,82.66666666666667,0.1926315789473684,765.0,560.0,1173.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,602.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-07-29,789,82.5,0.04342105263157896,773.0,560.0,1173.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,778.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-07-30,659,83.61111111111111,0.06842105263157895,773.0,560.0,1173.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,778.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-07-31,622,83.5,0.08388888888888889,769.0,560.0,1173.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,1173.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-08-01,1083,85.3125,0.1568421052631579,751.0,560.0,971.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,768.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-02,710,86.33333333333333,0.06,761.0,560.0,1083.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,971.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-03,896,85.83333333333333,0.0060526315789473685,753.0,560.0,1083.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,686.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-04,882,84.5,0.1286842105263158,760.0,560.0,1083.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,818.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-05,1262,82.0,0.2486842105263158,762.0,560.0,1083.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,802.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-06,914,82.0,0.013947368421052632,777.0,560.0,1262.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,720.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-07,745,82.94444444444444,0.07815789473684209,784.0,560.0,1262.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,801.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-08,660,81.94444444444444,0.09842105263157894,782.0,560.0,1262.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,726.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-09,706,82.27777777777777,0.07947368421052631,780.0,560.0,1262.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,951.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-10,1018,80.72222222222223,0.32421052631578945,771.0,560.0,1262.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,796.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-11,938,79.11111111111111,0.16105263157894734,779.0,560.0,1262.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,725.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-12,803,81.38888888888889,0.1457894736842105,786.0,560.0,1262.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,791.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-13,831,80.22222222222223,0.004210526315789474,786.0,560.0,1262.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,907.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-14,697,78.77777777777777,0.05578947368421052,784.0,560.0,1262.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,907.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-15,709,80.88888888888889,0.46684210526315795,777.0,560.0,1262.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,666.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-16,685,79.88888888888889,0.2563157894736842,778.0,560.0,1262.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,683.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-17,693,78.11111111111111,0.21947368421052632,778.0,560.0,1262.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,560.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-18,791,73.77777777777777,0.5476315789473685,783.0,622.0,1262.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,637.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-19,810,73.77777777777777,0.21736842105263157,788.0,622.0,1262.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,710.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-20,626,74.27777777777777,0.43473684210526325,791.0,622.0,1262.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,748.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2012-08-21,641,74.23529411764706,0.09657894736842106,787.0,622.0,1262.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,807.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012-08-22,598,75.3529411764706,0.022631578947368423,782.0,622.0,1262.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,689.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2012-08-23,558,77.5,0.003947368421052632,779.0,598.0,1262.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,728.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2012-08-24,733,78.55555555555556,0.0013157894736842105,773.0,558.0,1262.0,558.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,636.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012-08-25,787,78.33333333333333,0.2981578947368421,776.0,558.0,1262.0,733.0,558.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,692.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2012-08-26,829,77.88888888888889,0.08131578947368422,779.0,558.0,1262.0,787.0,733.0,558.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,692.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012-08-27,632,79.05555555555556,0.07736842105263157,784.0,558.0,1262.0,829.0,787.0,733.0,558.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,840.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2012-08-28,538,79.94444444444444,0.16105263157894736,777.0,558.0,1262.0,632.0,829.0,787.0,733.0,558.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,789.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012-08-29,524,77.83333333333333,0.08421052631578947,769.0,538.0,1262.0,538.0,632.0,829.0,787.0,733.0,558.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,659.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2012-08-30,573,79.5,0.012368421052631579,764.0,524.0,1262.0,524.0,538.0,632.0,829.0,787.0,733.0,558.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,622.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2012-08-31,751,80.77777777777777,0.057105263157894735,762.0,524.0,1262.0,573.0,524.0,538.0,632.0,829.0,787.0,733.0,558.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1083.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2012-09-01,1137,80.38888888888889,0.0002631578947368421,751.0,524.0,1262.0,751.0,573.0,524.0,538.0,632.0,829.0,787.0,733.0,558.0,598.0,641.0,626.0,810.0,791.0,693.0,685.0,709.0,697.0,831.0,803.0,938.0,1018.0,706.0,660.0,745.0,914.0,1262.0,882.0,896.0,710.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
